"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"721","RS Umum Daerah Panti Nugroho","Jl. Soekarno Hatta KM 2, Karang Manyar, Kalimanah, Purbalingga",1,"14 jam",12,"14 jam",18,"14 jam","02818901558","33","3303",2021-08-06 22:50:43,"Non COVID-19"
"722","RS Ibu dan Anak Ummu Hani","Jl. D I Panjaitan No 40 A Purbalingga Jawa Tengah",14,NA,10,NA,35,NA,"0281891373","33","3303",2021-08-06 22:50:43,"Non COVID-19"
"723","RS PKU Muhammadiyah Purbalingga","Jl. Kolonel Sugiri Gandasuli Bobotsari",14,"15 jam",5,"15 jam",41,"15 jam","0281758808","33","3303",2021-08-06 22:50:43,"Non COVID-19"
"724","RS Umum Daerah Bayu Asih","Jl. Veteran No. 39 Purwakarta",0,NA,14,NA,1,"kurang dari 1 menit","0264200100","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"725","RS Umum Siloam Purwakarta","Jl. Bungursari No.1, Purwakarta",2,"15 jam",13,"15 jam",10,"15 jam","02648628911","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"726","RS Umum dr. Abdul Radjak","Jl. Raya Bungur Sari No. 36 Purwakarta",0,NA,0,NA,0,NA,"087715167888","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"727","RS Umum Asri Purwakarta","Jl. Veteran No. 15",2,"14 jam",12,"14 jam",10,"14 jam","0264211680","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"728","RS Umum Rama Hadi","Kp. Cimaung RT 17/04 Desa Ciwangi Kec. Bungursari Kab. Purwakarta",12,"49 menit",13,"49 menit",6,"49 menit","0264202136","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"729","RS Umum Amira","Jl. Ipik Gandamanah RT 35 / 03 Munjul Jaya Kab. Purwakarta",22,NA,17,NA,25,NA,"02648221191","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"730","RS Ibu dan Anak Dian","Jl. Raya Cibogo Hilir Kec. Plered Kab. Purwakarta",2,"16 jam",0,"16 jam",8,"16 jam","087812653989","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"731","RS Umum Holistic Purwakarta","Jl. Terusan Kapten Halim KM.09 Salamulya, Pondoksalam, Purwakarta",0,"14 jam",0,"14 jam",5,"14 jam","0817225165","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"732","RS Umum Bhakti Husada II Purwakarta","Jl. Raya Sadang-Subang KM 5 RT 01/01 Cikumpay Campaka Purwakarta",1,"18 jam",15,"18 jam",35,"18 jam","02648225255","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"733","RS Umum Karina Medika","JL Baru Kp. Krajan RT 01 RW 01 Kec. Babakancikao Kab. Purwakarta 41151",7,"16 jam",27,"16 jam",10,"16 jam","0264 8301768","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"734","RS Ibu dan Anak Bunda Fathia","Jl. Ibrahim Singadilaga No. 95-97 Purwakarta",NA,NA,NA,NA,4,"13 jam","02648309596","32","3214",2021-08-06 22:50:43,"Non COVID-19"
"735","RS Umum Panti Waluyo Yakkum Purworejo","Jl. Ahmad Yani No. 21 Purworejo",NA,NA,12,"16 jam",21,"16 jam","0275322094","33","3306",2021-08-06 22:50:44,"Non COVID-19"
"736","RS Ibu dan Anak Permata","jl. Mayjend Sutoyo No. 75 Rt 05 Rw 05",2,NA,1,NA,2,NA,"hotline tidak tersedia","33","3306",2021-08-06 22:50:44,"Non COVID-19"
"737","RS Umum Daerah Curup","Jl. Dua Jalur Kab. Rejang Lebong",18,"21 jam",23,"21 jam",40,"21 jam","082175999247","17","1702",2021-08-06 22:50:44,"Non COVID-19"
"738","RS An-Nissa","Jl. Lintas Curup Lubuk Linggau Kel. Simpang Nangka Kec. Selupu Rejang",3,NA,6,NA,3,NA,"085896515156","17","1702",2021-08-06 22:50:44,"Non COVID-19"
"739","RS Umum  Awal Bros Ujung Batu","Jl. Jenderal Sudirman No. 314",2,NA,2,NA,10,NA,"082387671093","14","1407",2021-08-06 22:50:45,"Non COVID-19"
"740","RS Umum Daerah Sambas","Jl. Pendidikan no 300 Kecamatan Sambas",2,"50 menit",20,"50 menit",47,"50 menit","0562391020","61","6101",2021-08-06 22:50:46,"Non COVID-19"
"741","RS Umum Daerah Pemangkat"," Jalan. Abdul Kadir Kasim No. 20 Pemangkat",13,"1 menit",13,"1 menit",19,"1 menit","hotline tidak tersedia","61","6101",2021-08-06 22:50:46,"Non COVID-19"
"742","RS Nindhita","Jl. Syamsul Arifin 87 Sampang",4,"21 jam",NA,NA,5,NA,"081331617110","35","3527",2021-08-06 22:50:46,"Non COVID-19"
"743","RS Umum Daerah M. Th. Djaman Sanggau","Jl. Jend Sudirman Sanggau",10,"14 jam",13,"14 jam",33,"14 jam","056421070","61","6105",2021-08-06 22:50:46,"Non COVID-19"
"744","RS Umum Daerah Temenggung Gergaji Balai Karangan","Jl. Lintas Sekayan Desa Kenaman Kec. Sekayam Balai Karangan",NA,NA,NA,NA,47,"38 jam","0564202205","61","6105",2021-08-06 22:50:46,"Non COVID-19"
"745","RS Umum Daerah Prof. Dr. H.  Chatib Quzwain","Jl. Lintas Sumatera Km.09 Desa Bukit, Sarolangun",11,"41 jam",20,"41 jam",52,"41 jam","074591646","15","1503",2021-08-06 22:50:46,"Non COVID-19"
"746","RS Umum Daerah Kabupaten Sekadau","Jl. Merdeka Timur KM. 06 Ds. Mungguk Kec. Sekadau Hilir Kab. Sekadau",13,"12 jam",20,"14 jam",26,"14 jam","085828394779","61","6109",2021-08-06 22:50:47,"Non COVID-19"
"747","RS Umum Daerah dr. Gunawan Mangunkusumo","  Jl. Kartini No.101, Ambarawa",9,"13 menit",13,"13 menit",38,"13 menit","0298591020","33","3322",2021-08-06 22:50:47,"Non COVID-19"
"748","RS Umum Daerah Ungaran"," Jl. Diponegoro 125,Ungaran",9,NA,14,NA,14,NA,"0246921006","33","3322",2021-08-06 22:50:47,"Non COVID-19"
"749","RS Umum Ken Saras","Jl. Soekarno Hatta Km 29 Bergas, Ungaran-Kab. Semarang",38,NA,41,NA,0,NA,"0246922188","33","3322",2021-08-06 22:50:47,"Non COVID-19"
"750","RS Umum Bina Kasih","Jl. Naryo Atmajan 27 Ambarawa",4,NA,7,NA,10,NA,"0298591280","33","3322",2021-08-06 22:50:47,"Non COVID-19"
"751","RS Umum Daerah dr. Drajat Prawiranegara ","  Jl. Rumah Sakit No. 1 Serang",32,"13 jam",52,"13 jam",60,"13 jam","hotline tidak tersedia","36","3604",2021-08-06 22:50:47,"Non COVID-19"
"752","RS Kurnia Serang","Jl. Raya Cilegon KM 8 Kramatwatu",6,"13 menit",34,"13 menit",21,"13 menit","087808876896","36","3604",2021-08-06 22:50:47,"Non COVID-19"
"753","RS Umum Daerah Hanau","    Jl. Sampit - Pangkalan Bun km.142 Pembuang Hulu kec.Hanau, Kabupaten Seruyan Propinsi Kalteng",2,"14 jam",8,"14 jam",NA,NA,"05322074975","62","6208",2021-08-06 22:50:48,"Non COVID-19"
"754","RS Umum Daerah Kuala Pembuang","  Jl. A.Yani No.30,Kuala Pembuang",9,"13 jam",18,"13 jam",30,"13 jam","053822051","62","6208",2021-08-06 22:50:48,"Non COVID-19"
"755","RS Umum Daerah Tengku Rafi'an Siak Sri Indrapura","Jl Raja Kecik No.1 Kampung dalam,Siak Sri Indrapura",9,"7 jam",8,"7 jam",37,"7 jam","082169280055","14","1405",2021-08-06 22:50:48,"Non COVID-19"
"756","RS Umum Daerah Nene Mallomo"," Jl. Wolter Monginsidi Pangkajene, Kab. Sidenreng Rappang",5,"16 jam",6,"16 jam",12,"16 jam","082332704995","73","7314",2021-08-06 22:50:48,"Non COVID-19"
"757","RS Umum Daerah Arifin Numang","      Jl.Jend.  Achmad Yani No. 1 Rappang",11,"34 jam",18,"34 jam",31,"34 jam","085213024740","73","7314",2021-08-06 22:50:48,"Non COVID-19"
"758","RS Umum Delta Surya","Jl. Pahlawan No. 09 Sidoarjo",13,"16 jam",15,"16 jam",9,"16 jam","0318962531","35","3515",2021-08-06 22:50:48,"Non COVID-19"
"759","RS Umum Aisyiyah Siti Fatimah"," Jl Kenongo No. 14 Tulangan Sidoarjo",6,"40 jam",9,"40 jam",15,"40 jam","085817365969","35","3515",2021-08-06 22:50:48,"Non COVID-19"
"760","RS Arafah Anwar Medika Sukodono","Jl. Sawo No. 2 Dungus Sukodono",14,"16 jam",8,"16 jam",12,"16 jam","0318830989","35","3515",2021-08-06 22:50:48,"Non COVID-19"
"761","RS Umum Daerah Kabupaten Sijunjung"," Jl. Lintas Sumatera Km.110 Tanah Badantuang ",12,"14 jam",10,"14 jam",15,"14 jam","085271422040","13","1304",2021-08-06 22:50:49,"Non COVID-19"
"762","RS Umum Laras Kabupaten Simalungun","Jl Desa Naga Jaya I Kec. Bandar Huluan Kab.Simalungun",6,"12 jam",7,"12 jam",2,"12 jam","085260922248","12","1209",2021-08-06 22:50:49,"Non COVID-19"
"763","RS GKPS Bethesda Saribu Dolok","Jl. Kesehatan No. 106 Kelurahan Saribu Dolok, Kec. Silimakuta ",3,"1 menit",10,"1 menit",27,"1 menit","081362335306","12","1209",2021-08-06 22:50:49,"Non COVID-19"
"764","RS Umum Daerah Parapat","Jl Kolonel TPR Sinaga Parapat",7,"35 jam",12,"37 jam",24,"35 jam","085372989347","12","1209",2021-08-06 22:50:49,"Non COVID-19"
"765","RS Umum Daerah Perdagangan","Jl Radjadmin Purba, SH. Perdagangan",20,NA,12,NA,17,NA,"081376497042","12","1209",2021-08-06 22:50:49,"Non COVID-19"
"766","RS Umum Daerah dr. Abdoer Rahem Kabupaten Situbon","Jl. Anggrek No. 68, Kel. Patokan, Kec. Situbondo, Kab. Situbondo",13,"16 jam",4,NA,40,NA,"0338673293","35","3512",2021-08-06 22:50:50,"Non COVID-19"
"767","RS Elizabeth","Jl. WR Supratman Nomor 2A Situbondo",13,"7 jam",10,"7 jam",14,"7 jam","0338671174","35","3512",2021-08-06 22:50:50,"Non COVID-19"
"768","RS Umum Daerah Besuki Kabupaten Situbondo","Jl. Olah Raga No 55 Besuki Kabupaten Situbondo",17,"13 jam",7,"12 jam",37,"12 jam","0338891505","35","3512",2021-08-06 22:50:50,"Non COVID-19"
"769","RS Umum Mitra Sehat Kabupaten Situbondo","Desa Curah Jeru Kecamatan Panji RT 02/RW 011 Kabupaten Situbondo",9,"14 jam",6,"14 jam",19,"14 jam","082333282112","35","3512",2021-08-06 22:50:50,"Non COVID-19"
"770","RS Umum Daerah Sleman","Jl Bhayangkara 48 Triharjo Sleman Daerah Istimewa Yogyakarta, 55514",27,NA,25,NA,56,NA,"0274868437 ext 180","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"771","RSUP Dr. Sardjito","Jl Kesehatan No.1 Sekip Yogyakarta ",3,NA,14,NA,14,NA,"0274631190","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"772","RS Jiwa Grhasia","Jl. Kaliurang Km. 17 Pakem Sleman DIY",8,"36 jam",16,"36 jam",76,"36 jam","0274895143","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"773","RS Umum Panti Rini","Jl Solo Km 12,5 Krajan Tirtomartani Kalasan Sleman Yogyakarta ",3,NA,21,NA,16,NA,"0274496323","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"774","RS Islam Yayasan PDHI","Jl Solo Km 12,5 Kalasan Yogyakarta",6,"1 menit",10,"1 menit",12,"1 menit","085280002010","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"775","RS Umum Daerah Prambanan","Jl Prambanan Piyungan Km.7, Delegan, Sumberharjo, Prambanan, Sleman ",6,NA,0,NA,21,"4 menit","02744398356","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"776","RS Umum Mitra Paramedika","Jl Raya Ngemplak Kemasan Widodomartani",5,"1 menit",6,"1 menit",7,"1 menit","02744461098","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"777","RS Khusus Ibu Anak Sadewa","Babarsari TB 16/13-B Caturnunggal Depok Sleman",5,"10 jam",2,"10 jam",5,"10 jam","hotline tidak tersedia","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"778","RS UGM ","Jl. Kabupaten (Lingkar Utara), Kronggahan, Trihanggo, Gamping",7,NA,5,NA,5,NA,"02744530404","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"779","RS Universitas Ahmad Dahlan","Jl Cindelaras Raya - Karangsari, Wedomartani, Ngemplak",6,"5 menit",4,"5 menit",17,"5 menit","02744477030","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"780","RS Umum Bunga Bangsa Medika","Jl. Lili Kembang Nomor 17 Maguwoharjo Depok",0,NA,6,NA,6,NA,"hotline tidak tersedia","34","3404",2021-08-06 22:50:50,"Non COVID-19"
"781","RS Umum Daerah Latemmamala Soppeng"," Jl. Malaka Raya Kec. Lalabata, Kab. Soppeng",40,NA,38,"36 jam",91,"36 jam","048423307","73","7312",2021-08-06 22:50:51,"Non COVID-19"
"782","RS Umum Daerah dr. Soehadi Prijonegoro"," Jl. Raya Sukowati No.534, Sragen",17,NA,21,NA,68,NA,"02718821000","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"783","RS Umum Mardi Lestari Sragen","Jl. Rokan No.8,Sragen",9,"15 jam",21,"15 jam",22,"15 jam","02718852962","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"784","RS Umum Sarila Husada","Jl. Veteran No. 41-43,Sragen",24,"14 jam",16,"14 jam",14,"14 jam","0271891194","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"785","RS Umum Islam Amal Sehat Sragen","Jl. Veteran No.35, Sragen, Jawa Tengah",2,NA,13,NA,11,NA,"0271891977","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"786","RS Umum Assalam","Jl. Gatot Subroto KM.1,5 Kulon Palang Gemolong ",6,NA,16,"14 jam",21,NA,"081215409299","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"787","RS Ibu dan Anak Restu Ibu","Bendungan, Desa Pilangsari, Kecamatan Ngrampal",10,"20 jam",7,"20 jam",15,"20 jam","0271894584","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"788","RS Umum Daerah dr. Soeratno Gemolong","   Jl. Dr. Soetomo No 792 Gemolong,",7,"36 jam",17,"36 jam",33,"36 jam","02716811839","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"789","RS Umum PKU Muhammadiyah Sragen ","Jl. Raya Sragen - Solo Km.8, Masaran, Sragen",4,"17 jam",9,"17 jam",23,"17 jam","0271644370","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"790","RS Umum Islam Yakssi Gemolong","Jln. Raya Solo-Purwodadi Km.20, Gemolong",4,"14 jam",7,"14 jam",17,"14 jam","02716811 336","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"791","RS Umum Rizky Amalia","Jl. Ahmad Yani No. 100 Cantel Wetan, Sragen Tengah, Sragen",3,NA,8,NA,22,NA,"02718823814","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"792","RS Umum Saras Ibnu Sina Sukowati","Jl. Jatayu RT. 03 RW. 02 Taman Agung, Nglorog",10,"15 jam",11,"15 jam",22,"15 jam","02718854000","33","3314",2021-08-06 22:50:52,"Non COVID-19"
"793","RS Umum Daerah Subang"," Jl. Brigjen Katamso No. 37 Ciereng",14,"45 jam",26,"45 jam",70,"45 jam","081312004127","32","3213",2021-08-06 22:50:52,"Non COVID-19"
"794","RS Umum Pamanukan Medical Center (PMC)","Jl. Raya Rancasari KM 4,5 Ds.Rancasari Kec.Pamanukan Kab.Subang",7,"15 jam",0,"15 jam",22,"15 jam","082320337484","32","3213",2021-08-06 22:50:52,"Non COVID-19"
"795","RS Umum Daerah Sekarwangi","Jl. Siliwangi No. 49 Cibadak Sukabumi",13,"20 jam",38,"20 jam",62,"20 jam","0266531261","32","3202",2021-08-06 22:50:52,"Non COVID-19"
"796","RS Umum Daerah Palabuhanratu","Jl. Ahmad Yani No.2 Palabuhanratu",14,NA,10,NA,87,NA,"0266432081","32","3202",2021-08-06 22:50:52,"Non COVID-19"
"797","RS Umum Hermina Sukabumi","Jl. Raya Sukaraja, Kabupaten Sukabumi",0,"17 jam",0,"17 jam",0,"17 jam","02666252525","32","3202",2021-08-06 22:50:52,"Non COVID-19"
"798","RS Umum Kartika Cibadak","Jl. Siliwangi No.139 ",11,NA,9,NA,23,NA,"02667160068","32","3202",2021-08-06 22:50:52,"Non COVID-19"
"799","RS Umum Daerah Sagaranten","Kp. Cigadog RT. 025 RW. 006 Desa Sagaranten Kec. Sagaranten",NA,NA,NA,NA,47,"14 jam","0266634522","32","3202",2021-08-06 22:50:52,"Non COVID-19"
"800","RS Umum Daerah Ir. Soekarno Kabupaten Sukoharjo","Jl. Dr. Muwardi 71, Sukoharjo",2,"5 menit",3,"5 menit",14,"5 menit","0271593118","33","3311",2021-08-06 22:50:53,"Non COVID-19"
"801","RS Khusus Bedah Karima Utama"," Jl. Amarta 8-10 Ngabeyan Kartasura, Sukoharjo ",15,"2 jam",11,"2 jam",8,"2 jam","0271783331","33","3311",2021-08-06 22:50:53,"Non COVID-19"
"802","RS Orthopedi Prof. Dr. R. Soeharso","      Jl. Jenderal Ahmad Yani Pabelan, Surakarta 57162",17,"5 menit",22,"5 menit",21,"5 menit","0271718079 ","33","3311",2021-08-06 22:50:53,"Non COVID-19"
"803","RS Kristen Lindimara","Jl. Prof.DR WZ. Johannes No.6,Waingapu",7,"11 jam",2,"11 jam",30,"11 jam","082236141861","53","5302",2021-08-06 22:50:53,"Non COVID-19"
"804","RS Umum Daerah Waingapu","  Jl. Adam Malik No.54 Kel. Kambajawa - Kecamatan Kota Waingapu",7,"20 jam",4,"20 jam",36,"20 jam","081329573585","53","5302",2021-08-06 22:50:53,"Non COVID-19"
"805","RS Umum Pakuwon","Jl. Raden Dewi Sartika No. 17 Kel. Regol Wetan Kec. Sumedang Selatan Kab. Sumedang Prov. Jabar",21,NA,14,NA,8,NA,"0261210931","32","3211",2021-08-06 22:50:54,"Non COVID-19"
"806","RS Umum Daerah Tabanan"," Jl. Pahlawan No. 14 Tabanan",10,NA,8,NA,23,NA,"0361811027","51","5102",2021-08-06 22:50:55,"Non COVID-19"
"807","RS Umum Bhakti Rahayu Tabanan","Jl. Batukaru No.2 Tuakilang Tabanan  ",5,"17 jam",2,"17 jam",9,"17 jam","0361810805","51","5102",2021-08-06 22:50:55,"Non COVID-19"
"808","RS Umum Wisma Prashanti","Jl. Yeh Gangga No. 9",21,NA,8,NA,0,NA,"0361819601","51","5102",2021-08-06 22:50:55,"Non COVID-19"
"809","RS Nyitdah","Banjar Tegal Antugan Desa Nyitdah Kec. Kediri ",4,"37 jam",4,"37 jam",31,"37 jam","0361813495","51","5102",2021-08-06 22:50:55,"Non COVID-19"
"810","RS Umum Semara Ratih","Banjar Luwus, Desa Luwus, Kecamatan Baturiti",18,"20 jam",7,NA,2,"20 jam","082236174466","51","5102",2021-08-06 22:50:55,"Non COVID-19"
"811","RS Ibu dan Anak Cahaya Bunda","Jl. Ir. Soekarno Nomor 88X Gerokgak",5,NA,1,NA,1,NA,"03618941576","51","5102",2021-08-06 22:50:55,"Non COVID-19"
"812","RS Fatima Makale","Jl. Nusantara No.18 Makale Tator",8,"16 jam",11,"16 jam",20,"16 jam","hotline tidak tersedia","73","7318",2021-08-06 22:50:55,"Non COVID-19"
"813","RS Umum Daerah Lakipadada"," Jl. Pongtiku Mandetek Tana Toraja",9,"12 jam",NA,NA,NA,NA,"085343843986","73","7318",2021-08-06 22:50:55,"Non COVID-19"
"814","RS Sinar Kasih","Jl. Buntu Pantan",6,NA,16,NA,23,NA,"hotline tidak tersedia","73","7318",2021-08-06 22:50:55,"Non COVID-19"
"815","RS Bersalin Paradise","Jl. Ins-Gub No. 267 Batulicin  Tanah Bumbu.",6,"15 jam",NA,NA,NA,NA,"051875351","63","6310",2021-08-06 22:50:55,"Non COVID-19"
"816","RS Umum Marina Permata","Jl.Kodeco KM 4, Desa Sarigadung Kec. Simpang Empat Kab. Tanah Bumbu.",14,"15 jam",11,"15 jam",40,"15 jam","051871118","63","6310",2021-08-06 22:50:55,"Non COVID-19"
"817","RS Umum Daerah H. Boejasin Pelaihari","Jl. Hadji Boejasin No.68 Kab. Tanah Laut",1,"36 jam",8,"37 jam",NA,NA,"051221082","63","6301",2021-08-06 22:50:56,"Non COVID-19"
"818","RS Borneo Citra Medika","Jl A. Yani RT 7B RW 03 Kel. Angsau Kec. Pelaihari",2,NA,1,NA,4,NA,"05122021002","63","6301",2021-08-06 22:50:56,"Non COVID-19"
"819","RS Umum Daerah KH. Mansyur","JL. Pusaka RT. 01 RW. 01 - Desa Kintap Kec. Kintap",4,"15 jam",12,"15 jam",10,"15 jam","081349776575","63","6301",2021-08-06 22:50:56,"Non COVID-19"
"820","RS Umum Daerah Kabupaten Tangerang","Jl. A Yani No. 9 Tangerang, Kota Tangerang",4,"14 jam",22,"14 jam",11,"14 jam","0215523507","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"821","RS Ibu dan Anak Selaras","Jl. Raya Serang KM.18,5 Desa Bojong, Kec.Cikupa Kab.Tangerang",8,"13 jam",10,"13 jam",9,"13 jam","02159401277","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"822","RS Umum Daerah Balaraja"," Jl.Rumah Sakit NO. 88 Desa Tobat Kec. Balaraja",3,"3 menit",5,NA,52,NA,"082213620551","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"823","Metro Hospitals Cikupa","JL. Raya Serang Km. 16,8 Cikupa",14,NA,24,NA,13,NA,"0215962790","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"824","RS St. Carolus Summarecon Serpong ","Jl Gading Golf Boulevard Kav. 08 Desa Cihuni Kec. Pagedangan",10,"15 jam",0,"15 jam",9,"15 jam","02154220818","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"825","RS Umum Murni Asih","JL. Raya Bojongnangka No.86 Medang, Kec. Pagedangan,   Tangerang- Banten",4,NA,5,NA,16,NA,"081219089112","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"826","RS Umum Keluarga Kita","Jl. Raya PLP Curug KM. 4 No. 8 Curug",2,"15 jam",12,"15 jam",0,"15 jam","hotline tidak tersedia","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"827","RS Umum Daerah Pakuhaji","Jl. KH. Sa'adullah No. 88 Kelurahan Pakuhaji Kabupaten Tangerang",NA,NA,NA,NA,42,"13 jam","02159378771","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"828","RS Siloam Hospitals Lippo Village","Jl. Siloam Lippo Karawaci Tangerang",6,"13 jam",6,"13 jam",6,"13 jam","hotline tidak tersedia","36","3603",2021-08-06 22:50:56,"Non COVID-19"
"829","RS Umum Daerah KH. Daud Arif","Jl. Syarif Hidayatullah, No. 14 Kuala Tungkal",12,"37 jam",24,"13 jam",35,"37 jam","074221621","15","1507",2021-08-06 22:50:56,"Non COVID-19"
"830","RS Umum Daerah Suryah Khairuddin","Jl. Lintas Timur  Kec. Merlung, Kab. Tanjung Jabung Barat",NA,NA,2,"14 jam",12,"14 jam","085377910100","15","1507",2021-08-06 22:50:56,"Non COVID-19"
"831","RS Umum Daerah Nurdin Hamzah","Jl. WR. Supratman Kel. Parit Culum I Kec. Muara Sabak Barat",2,"35 jam",10,"35 jam",14,"35 jam","08117421400","15","1506",2021-08-06 22:50:57,"Non COVID-19"
"832","RS Umum Daerah Pandan","Jl. Dr. FL. Tobing No. 05 Pandan",9,NA,23,NA,47,NA,"08126469274","12","1204",2021-08-06 22:50:57,"Non COVID-19"
"833","RS Umum Sint Lucia","Jl. Sisingamangaraja No. 171/173 Siborongborong. Tapanuli Utara",NA,NA,15,NA,18,NA,"hotline tidak tersedia","12","1205",2021-08-06 22:50:57,"Non COVID-19"
"834","RS Umum Daerah Datu Sanggul Rantau","Jl. Brigjend H. Hasan Basry Rantau",10,"39 jam",5,"39 jam",21,"39 jam","051731075","63","6305",2021-08-06 22:50:57,"Non COVID-19"
"835","RS Umum Daerah Singaparna Medika Citrautama","Jl. Rancamaya Singaparna, Tasikmalaya",3,NA,9,NA,77,NA,"0265543456","32","3206",2021-08-06 22:50:57,"Non COVID-19"
"836","RS Ibu dan Anak Respati","Jl. Raya Singaparna KM 11 Cikunir Singaparna",9,"15 jam",11,"39 jam",3,"15 jam","081220381669","32","3206",2021-08-06 22:50:57,"Non COVID-19"
"837","RS Umum Daerah Sultan Thaha Saifuddin","Jl. Sultan Thaha Saifuddin KM. 04 Muara Tebo",15,"13 jam",13,"13 jam",39,"13 jam","074421372","15","1508",2021-08-06 22:50:57,"Non COVID-19"
"838","RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal","Jl. Dr. Sutomo No.63 Desa Slawi Kulon Kecamatan Slawi",13,"15 jam",26,"15 jam",106,"15 jam","0283491016","33","3328",2021-08-06 22:50:58,"Non COVID-19"
"839","RS Umum Adella","Jl. Prof.Moh. Yamin No.77 Slawi",8,"23 jam",6,"23 jam",14,"23 jam","0283491154","33","3328",2021-08-06 22:50:58,"Non COVID-19"
"840","RS Ibu dan Anak Pala Raya","Jl. Pala Raya 11A Mejasem Barat Tegal Kec.Kramat",14,"39 jam",16,"39 jam",18,"39 jam","0283356009","33","3328",2021-08-06 22:50:58,"Non COVID-19"
"841","RS Hawari Essa","Jl. Slawi Purwokerto RT 001 RW 002 Desa Kajen Kecamatan Lebaksiu",2,NA,3,NA,21,NA,"02834562382","33","3328",2021-08-06 22:50:58,"Non COVID-19"
"842","RS Umum  Mitra Siaga","Jl. Pala Raya No.54 Tegal",2,NA,0,NA,0,NA,"0283353387","33","3328",2021-08-06 22:50:58,"Non COVID-19"
"843","RS Umum Daerah Kefamenanu"," Jl. Letjen Suprapto Kefamenanu",6,NA,9,NA,55,NA,"085240145353","53","5305",2021-08-06 22:50:58,"Non COVID-19"
"844","RS Umum Leona","Jl. Eltari Kelurahan Meubeli Kecamatan Kota Kefamenanu",13,"13 jam",23,"13 jam",32,"13 jam","hotline tidak tersedia","53","5305",2021-08-06 22:50:58,"Non COVID-19"
"845","RS Umum Daerah Porsea","Jl Raja Sipakko Napitulu, Ds. Parparean, Kec. Porsea, Kab. Toba Samosir",15,"14 jam",10,"14 jam",21,"14 jam","08116210890","12","1206",2021-08-06 22:50:59,"Non COVID-19"
"846","RS Umum  Mokopido Toli-Toli"," Jl. Lanoni No.37 Kel Baru Kec Baolan kab Toli-Toli, Sulteng",34,"16 jam",28,"16 jam",84,"16 jam","045321301","72","7206",2021-08-06 22:50:59,"Non COVID-19"
"847","RS Umum Daerah Dr. R. Koesma Tuban"," Jl. dr. Wahidin Sudiro Husodo No. 800",21,NA,22,NA,69,NA,"0356321010","35","3523",2021-08-06 22:50:59,"Non COVID-19"
"848","RS Umum Daerah Dr. Iskak Tulungagung","Jl. Dr. Wahidin Sudiro Husodo Tulungagung",16,NA,18,NA,11,NA,"0355322609","35","3504",2021-08-06 22:51:00,"Non COVID-19"
"849","RS Umum Era Medika ","Jl. Raya Pulosari No. 15 Ngunut Tulungagung",12,"15 jam",13,"15 jam",51,"15 jam","0355398706","35","3504",2021-08-06 22:51:00,"Non COVID-19"
"850","RS Ibu dan Anak Fauziah ","Jl. Dr. Sutomo 47 Tulungagung",12,NA,12,NA,11,NA,"0355326515","35","3504",2021-08-06 22:51:00,"Non COVID-19"
"851","RS Umum Satiti Prima Husada","Ds. Balesono, Kec. Ngunut Kab. Tulungagung",8,NA,6,NA,6,NA,"082132814910","35","3504",2021-08-06 22:51:00,"Non COVID-19"
